"codigo_estado","codigo_municipio","qtd_membros","cadunico","bpc","pbf"
29,2903409,14827,14827,1756,10463
35,3510500,53326,53326,8072,24465
23,2306256,33442,33442,4834,20281
42,4204350,1157,1157,90,544
17,1720150,1373,1373,133,706
43,4300703,1819,1819,94,276
23,2309201,14235,14235,1737,8842
15,1507508,12190,12190,1010,8846
42,4210050,427,427,39,156
23,2311207,7492,7492,863,4882
23,2302305,20917,20917,2536,15321
41,4118402,36058,36058,4777,12220
31,3145901,12915,12915,1393,5721
43,4304507,21719,21719,2909,11275
35,3549201,1274,1274,113,240
31,3105608,52058,52058,6398,22403
23,2313401,61409,61409,7656,43522
25,2509008,8975,8975,581,6432
28,2802007,3263,3263,422,2143
43,4319802,3501,3501,467,1935
42,4207205,3981,3981,449,2009
21,2103109,7763,7763,471,6385
31,3150406,2791,2791,275,1771
41,4124707,5717,5717,693,3005
41,4126272,3052,3052,301,1177
29,2930006,6486,6486,410,4491
35,3550902,4252,4252,751,1964
22,2204659,7800,7800,918,5906
31,3164308,2654,2654,315,1276
50,5003801,10577,10577,1373,3171
43,4309902,1892,1892,226,869
42,4206108,2138,2138,140,839
32,3201803,2819,2819,234,1437
31,3165404,3258,3258,449,1515
51,5102702,8631,8631,689,3957
25,2507002,14480,14480,1533,9800
35,3516606,2004,2004,392,747
26,2603454,81590,81590,13253,50893
15,1501709,89560,89560,9339,69093
43,4315057,683,683,119,294
17,1716604,6152,6152,656,3106
43,4305439,2699,2699,604,795
29,2932408,11134,11134,771,7973
23,2302503,28550,28550,4251,19996
41,4121505,7926,7926,594,4121
17,1703057,2138,2138,172,1091
31,3148707,15322,15322,2942,9533
41,4112504,6440,6440,952,2344
43,4316428,1804,1804,109,577
43,4301925,427,427,47,45
29,2909307,21181,21181,2038,13743
31,3152808,10145,10145,1307,4090
27,2703007,10438,10438,1521,7512
21,2102507,17241,17241,1229,14832
22,2211605,1974,1974,131,1355
31,3106606,4011,4011,391,2795
29,2917201,13949,13949,1370,9282
31,3118700,4939,4939,360,2276
29,2912608,3634,3634,254,2618
24,2405504,2266,2266,94,1763
29,2916302,6987,6987,1053,4774
23,2306553,33227,33227,3095,28203
27,2702801,9254,9254,1080,6490
31,3102506,2891,2891,330,1960
42,4217204,7422,7422,1045,2598
31,3133758,5159,5159,668,1568
41,4127106,15717,15717,2928,5570
22,2201176,3312,3312,130,2253
42,4217956,926,926,80,239
35,3546009,6547,6547,777,2888
21,2103307,76213,76213,7182,57577
15,1504000,25516,25516,1111,21975
52,5201454,1599,1599,187,523
26,2609600,201908,201908,32242,120642
15,1502608,10467,10467,982,7995
21,2102200,23627,23627,1590,20999
26,2603926,12670,12670,865,10574
29,2916401,43940,43940,6910,23714
29,2901205,17313,17313,1630,12357
43,4316956,753,753,49,199
35,3507902,5457,5457,765,1798
29,2907509,33341,33341,2994,21124
24,2413359,11386,11386,953,7761
33,3302254,13540,13540,1480,7551
43,4318481,498,498,32,71
41,4100707,5270,5270,727,2001
51,5103361,1848,1848,129,928
31,3166006,3111,3111,275,2052
35,3527405,6278,6278,780,2767
41,4125407,2973,2973,410,1159
35,3522109,58570,58570,8966,29968
35,3520426,10761,10761,1271,4582
23,2311306,62451,62451,11728,41764
22,2210656,7330,7330,550,5265
43,4312617,965,965,130,494
15,1502764,7561,7561,505,5682
31,3112208,2222,2222,267,1467
25,2500106,8035,8035,395,5126
23,2301109,44594,44594,7499,26657
21,2101350,4524,4524,252,3384
31,3153202,1818,1818,433,716
43,4317608,15159,15159,2112,6566
35,3552304,3692,3692,231,1097
21,2112274,5419,5419,377,4221
35,3500808,2154,2154,158,776
23,2307205,5889,5889,610,3564
35,3508306,2466,2466,252,858
17,1702703,2245,2245,164,1143
35,3512704,1524,1524,147,527
12,1200609,40653,40653,4726,34317
52,5218607,5743,5743,832,2000
51,5106752,20956,20956,2635,7695
21,2104800,53857,53857,3604,42372
26,2607505,20253,20253,1743,16092
24,2406155,3367,3367,262,2097
35,3537107,11095,11095,1233,4059
41,4119608,16994,16994,1854,7585
17,1718758,4189,4189,343,2819
35,3511409,6739,6739,827,2919
31,3114907,982,982,78,438
35,3515707,69687,69687,7979,39038
31,3150604,2454,2454,248,943
42,4208807,4410,4410,821,2117
29,2906907,15202,15202,1614,9781
35,3512803,12539,12539,2341,4838
35,3536703,14052,14052,1808,6009
35,3506102,22525,22525,3221,9457
43,4308250,672,672,43,145
42,4203006,28385,28385,3648,8133
22,2203420,3543,3543,285,2686
25,2513851,2242,2242,177,1251
41,4119301,17508,17508,1866,9602
42,4218806,2352,2352,358,728
23,2301000,56566,56566,8578,38706
29,2902609,13047,13047,935,9726
23,2300903,10836,10836,1089,7980
43,4305850,665,665,38,149
31,3144102,9497,9497,1163,3426
31,3143153,3214,3214,295,1927
31,3122504,2520,2520,389,863
22,2210052,4301,4301,522,3086
31,3121605,28458,28458,2605,12675
41,4117255,4250,4250,416,1494
43,4322251,502,502,58,228
17,1715507,1005,1005,76,468
27,2702702,2847,2847,365,2059
35,3551306,1915,1915,135,669
25,2515104,8298,8298,841,5042
31,3110806,2300,2300,293,1277
31,3166709,4412,4412,886,2028
31,3149804,6307,6307,732,3658
23,2308377,11094,11094,1003,8694
31,3150505,2887,2887,476,1292
41,4110706,21448,21448,2329,10438
17,1702208,19489,19489,2249,11657
23,2303709,221453,221453,32264,152685
26,2602209,25845,25845,2171,20543
29,2921906,8285,8285,511,5638
43,4321204,13559,13559,2352,6250
42,4208401,2925,2925,356,661
43,4318606,2000,2000,215,671
13,1300060,10207,10207,575,8263
43,4311254,3710,3710,268,2161
21,2111409,14189,14189,1236,10815
35,3523800,2704,2704,318,1084
43,4306502,5408,5408,598,2978
31,3132008,2953,2953,209,1736
26,2608107,18123,18123,1671,12786
51,5102603,10170,10170,516,8283
33,3304003,11051,11051,1584,6658
43,4312138,1305,1305,133,503
15,1502202,42332,42332,5463,29951
43,4308656,1820,1820,193,703
41,4105508,21954,21954,3335,7336
21,2105302,143139,143139,17077,81966
21,2111029,10609,10609,630,8812
25,2507101,13559,13559,2025,9782
26,2614105,24168,24168,2439,16293
52,5215256,2804,2804,283,1485
51,5102504,50414,50414,6759,26620
33,3301876,18257,18257,2113,8084
29,2906808,31676,31676,3084,23187
51,5106505,20391,20391,1945,12985
17,1712405,2563,2563,202,1579
21,2102358,9948,9948,779,7565
41,4122800,1325,1325,193,392
35,3502903,9602,9602,1486,4836
52,5201801,8105,8105,1068,4752
17,1702901,9120,9120,875,6380
22,2205557,9193,9193,984,6611
17,1703891,2831,2831,264,1730
35,3527801,2251,2251,193,775
41,4108551,1919,1919,318,708
22,2209450,1831,1831,294,1135
35,3552205,173856,173856,19008,86472
35,3552502,128269,128269,15972,68208
17,1715705,3757,3757,353,2113
31,3122207,4963,4963,620,3164
51,5106273,1908,1908,244,678
24,2407807,14863,14863,1443,10219
52,5208103,2703,2703,291,1477
51,5108907,2807,2807,198,1146
31,3161056,2317,2317,279,1306
27,2708709,7479,7479,670,4795
25,2516300,12382,12382,1173,7922
35,3501509,1486,1486,225,644
41,4105904,5465,5465,855,1516
31,3137502,6913,6913,971,3901
21,2111250,5300,5300,444,4014
51,5103601,4320,4320,473,2145
15,1503408,7977,7977,801,5804
25,2515609,1856,1856,215,1318
31,3157278,1786,1786,340,849
32,3204609,7129,7129,678,3234
29,2931301,10075,10075,625,8084
35,3540101,1038,1038,178,596
42,4200606,1141,1141,140,549
22,2210631,3406,3406,183,2372
42,4210001,2169,2169,251,711
21,2107803,23575,23575,1455,17259
21,2107605,16268,16268,1101,13257
27,2702553,13636,13636,1474,9016
29,2907707,8485,8485,496,6935
35,3528601,3487,3487,394,1422
31,3149507,1926,1926,179,776
51,5103700,5848,5848,423,3840
35,3540259,2236,2236,364,771
35,3509106,2353,2353,185,1325
27,2701100,8019,8019,855,5858
41,4128609,2007,2007,261,706
29,2907400,2901,2901,168,1941
35,3500402,2325,2325,299,702
21,2101400,62890,62890,8426,38627
21,2103901,9819,9819,601,8229
51,5105259,29898,29898,2558,11070
31,3115102,8768,8768,1296,3927
25,2513604,5170,5170,412,3312
43,4310108,13141,13141,971,4470
31,3123809,4860,4860,504,3061
43,4318101,8602,8602,1093,3851
43,4316436,1139,1139,103,183
27,2704203,19252,19252,1662,15582
31,3121100,3339,3339,467,1978
31,3132107,12020,12020,1709,7400
52,5208509,2473,2473,233,955
29,2910107,9898,9898,722,5700
24,2414704,3865,3865,269,2888
27,2704401,12950,12950,1283,9871
15,1501808,90693,90693,7591,77677
29,2900355,11030,11030,674,7964
43,4306379,1468,1468,175,719
15,1503093,19904,19904,2197,12835
41,4126009,4648,4648,659,2374
35,3555505,2144,2144,247,1165
25,2500700,11742,11742,1209,7862
29,2918308,10726,10726,1877,7257
14,1400456,21321,21321,1669,14991
31,3128600,3160,3160,335,1396
29,2925501,24488,24488,2945,16034
29,2920106,13349,13349,796,9811
42,4206751,798,798,80,380
35,3526704,32594,32594,4341,13610
35,3509601,24346,24346,3511,12231
31,3105905,12402,12402,967,5379
31,3137403,6802,6802,518,3023
43,4307500,5188,5188,553,2618
31,3101409,1152,1152,105,755
22,2206100,8438,8438,487,7302
15,1505700,23334,23334,1559,19250
29,2901908,11944,11944,1231,9754
35,3554102,78834,78834,12106,33114
50,5006309,20637,20637,3076,6824
43,4300406,27518,27518,6038,10239
24,2406908,3129,3129,236,1940
29,2920304,6582,6582,411,4068
21,2112704,31196,31196,4294,24904
31,3156809,8759,8759,1197,4612
50,5003108,2374,2374,428,946
43,4304630,25846,25846,3883,11740
29,2918803,15963,15963,1389,11752
23,2304277,5386,5386,323,2662
43,4310579,748,748,82,226
13,1300631,21707,21707,1985,18166
51,5104559,3098,3098,307,1241
42,4206504,11090,11090,1041,4412
21,2106359,5886,5886,282,5009
29,2931707,9977,9977,831,6968
29,2922409,15260,15260,1398,10410
29,2933208,33320,33320,3609,24611
43,4312385,112,112,11,46
43,4313334,615,615,89,158
25,2516201,45205,45205,6926,33213
41,4126801,6392,6392,820,1948
42,4204806,16185,16185,2083,6560
15,1500206,48878,48878,4020,40542
23,2305605,17745,17745,1459,12513
24,2411601,3228,3228,183,1507
35,3553203,1625,1625,232,625
24,2405009,6178,6178,568,4354
25,2516508,11297,11297,1099,8156
42,4200556,766,766,85,153
52,5209291,1822,1822,126,797
35,3509304,4089,4089,411,1374
41,4107207,10920,10920,1305,4239
35,3519808,3100,3100,314,1108
24,2402907,3359,3359,362,1982
35,3505203,9122,9122,1137,4381
13,1302306,22808,22808,1530,19143
35,3557006,30018,30018,3285,16214
41,4106456,3759,3759,355,2473
29,2918209,10566,10566,869,7752
31,3163102,2196,2196,231,887
31,3136009,10394,10394,1615,7640
43,4312153,1660,1660,143,554
16,1600709,12703,12703,1170,9359
35,3522208,83458,83458,9658,38757
52,5205406,8925,8925,1286,2947
52,5202809,1991,1991,235,902
26,2615706,11489,11489,1140,6415
35,3542800,2075,2075,195,1245
35,3517109,2250,2250,270,1048
29,2931053,13238,13238,1061,9023
43,4314027,2372,2372,219,1193
24,2410801,3254,3254,316,1868
31,3116605,10366,10366,1118,3563
42,4219176,1744,1744,208,559
43,4301057,5330,5330,713,2465
25,2506707,7691,7691,550,5849
29,2909406,9960,9960,669,6993
42,4216909,5102,5102,691,1672
31,3142304,2575,2575,297,1130
51,5107909,64844,64844,6971,17995
17,1717800,3313,3313,298,1818
41,4109609,24828,24828,2891,12158
42,4207502,8105,8105,1356,2851
50,5006606,64836,64836,12035,29117
31,3128907,5612,5612,471,2555
42,4204459,610,610,94,188
26,2601003,8100,8100,718,6230
27,2704609,8943,8943,601,6598
31,3128402,3939,3939,655,1833
41,4127965,7049,7049,660,2939
52,5205521,2970,2970,254,1620
35,3533601,2026,2026,302,1035
42,4201505,2009,2009,186,1027
43,4300901,1446,1446,164,294
33,3304110,8878,8878,1097,4783
28,2803005,31085,31085,2838,24541
29,2911501,5379,5379,674,3788
35,3555901,464,464,67,227
21,2101509,11778,11778,1060,9023
50,5000203,10056,10056,702,4389
31,3141900,1635,1635,210,886
42,4216057,2058,2058,307,907
29,2930303,14327,14327,887,8498
29,2930766,8548,8548,545,7027
31,3115474,4161,4161,242,2875
17,1712157,1279,1279,92,686
35,3540903,5234,5234,645,2807
22,2201770,5925,5925,348,5219
31,3104700,7828,7828,1092,4924
51,5105622,16201,16201,1445,7016
43,4321857,2730,2730,203,1016
14,1400704,13185,13185,371,11577
29,2919959,6019,6019,587,4079
25,2503001,14831,14831,2009,10655
29,2907608,12388,12388,966,7991
35,3531605,1884,1884,234,719
29,2915809,16295,16295,2850,10133
52,5211800,26019,26019,2807,12461
15,1507151,15102,15102,1694,11166
31,3117405,3004,3004,222,2127
42,4211058,4440,4440,690,1626
13,1302900,50108,50108,4298,43049
43,4312609,1639,1639,104,372
35,3551702,35910,35910,4316,16119
27,2706307,46085,46085,5820,33868
13,1300144,12469,12469,957,7715
33,3305406,9559,9559,1024,4983
31,3108503,3873,3873,399,2314
25,2515906,3797,3797,407,2873
43,4321402,6215,6215,620,3712
33,3304201,41634,41634,5046,20335
31,3104304,5588,5588,687,2566
29,2903201,82172,82172,9275,46750
43,4321303,8239,8239,1056,4373
22,2204600,2625,2625,206,1877
16,1600212,5108,5108,481,3725
25,2500403,15012,15012,1810,9678
42,4219200,1394,1394,151,527
41,4123709,4118,4118,420,1152
35,3537602,36736,36736,6599,18117
15,1500107,128689,128689,10947,98097
35,3530201,8649,8649,892,3025
26,2603405,5734,5734,531,3978
26,2606804,78205,78205,10651,49589
35,3556206,17018,17018,2625,7984
42,4215000,9233,9233,1194,3414
29,2911659,5942,5942,422,3179
43,4304804,2206,2206,346,688
22,2203008,5643,5643,497,4081
17,1702307,3883,3883,424,2033
33,3303708,19359,19359,2043,10031
22,2201929,5275,5275,465,3646
31,3169208,4874,4874,439,2762
52,5205497,51153,51153,5291,28415
24,2408201,21261,21261,1968,14613
41,4121109,2784,2784,219,734
31,3106408,4452,4452,423,2447
42,4207304,12479,12479,1558,5633
21,2105708,31230,31230,2231,25976
28,2804904,10424,10424,1336,6778
27,2702306,30587,30587,4529,21738
15,1502939,25812,25812,2329,16858
43,4317103,41484,41484,7933,21560
29,2907301,17636,17636,1990,11944
43,4312906,1410,1410,98,358
35,3543006,11684,11684,1320,7127
29,2924678,5779,5779,585,4490
52,5221908,2122,2122,281,914
43,4322855,550,550,27,46
17,1720804,7022,7022,634,4301
23,2301406,10948,10948,1193,7061
43,4318440,643,643,29,116
21,2109502,15512,15512,1497,10869
43,4313953,4978,4978,706,2724
22,2205151,4518,4518,223,3411
21,2104073,6580,6580,560,4752
26,2611533,6111,6111,499,3780
51,5107263,1653,1653,172,787
43,4311908,1885,1885,165,249
52,5220405,9661,9661,1292,3679
29,2923357,14008,14008,837,10740
43,4313060,6250,6250,530,2228
41,4113908,4105,4105,392,1860
35,3500709,10532,10532,1664,4439
35,3528106,3277,3277,410,1343
27,2705101,16250,16250,2290,11571
41,4103479,2218,2218,241,676
33,3302908,12369,12369,1507,7394
26,2601409,28558,28558,3356,21119
25,2517407,2106,2106,128,1252
43,4311205,7962,7962,1326,3453
22,2205516,4125,4125,253,2934
22,2204501,6919,6919,581,5253
31,3141207,1662,1662,227,535
15,1505031,18691,18691,2821,10202
31,3144904,2663,2663,282,1342
23,2312007,24023,24023,3011,17904
32,3202256,5730,5730,434,2579
31,3169356,13167,13167,2002,6152
31,3143807,3715,3715,431,1866
43,4310876,1355,1355,96,706
22,2203602,3492,3492,229,2269
29,2903904,44758,44758,5098,29704
24,2410207,5778,5778,643,3432
22,2201919,5204,5204,535,3901
26,2606002,91508,91508,13242,59904
52,5221700,8142,8142,967,4597
17,1703107,4099,4099,418,1919
41,4107553,1490,1490,218,579
21,2101251,12656,12656,1152,10010
51,5101803,36140,36140,3973,17202
23,2307700,67604,67604,11224,45851
17,1707652,2968,2968,345,1490
35,3525201,8900,8900,1841,4127
25,2510501,3009,3009,212,1809
24,2405702,7332,7332,1088,2718
25,2514503,13454,13454,985,10142
33,3303807,22189,22189,2513,12037
31,3141405,12925,12925,2416,6943
31,3116308,3859,3859,460,1940
31,3130051,7289,7289,758,4834
29,2910404,15471,15471,1866,10591
23,2313708,5637,5637,534,3744
42,4200903,1433,1433,154,536
15,1500602,74388,74388,9490,44128
15,1507904,18835,18835,1761,14554
21,2108900,12458,12458,960,10041
31,3161650,2186,2186,293,1247
31,3120409,2245,2245,311,1047
52,5211909,35955,35955,5487,14825
42,4203402,3949,3949,512,1777
50,5001102,32460,32460,4224,15727
31,3124203,12384,12384,1495,6779
21,2105989,5536,5536,393,4443
43,4320602,1443,1443,80,186
31,3134806,3844,3844,416,1483
25,2504207,3369,3369,198,2637
31,3170008,7998,7998,805,5975
31,3113404,31441,31441,4208,13813
15,1506161,11882,11882,1117,6677
12,1200435,6301,6301,193,5157
26,2603009,27397,27397,2141,20460
52,5215504,5543,5543,426,1228
29,2912509,10225,10225,1217,5878
21,2104008,13391,13391,1147,10988
41,4100509,5829,5829,1092,2027
29,2903706,10824,10824,1937,6961
35,3555109,4145,4145,654,1614
27,2703502,4329,4329,409,2914
31,3114808,2385,2385,320,1515
41,4117909,8820,8820,1183,3075
33,3305000,25942,25942,3152,14891
27,2706422,9024,9024,1032,6459
51,5102637,13410,13410,1312,3618
15,1504802,48521,48521,4295,38196
27,2706448,10302,10302,1323,6959
43,4311627,1947,1947,81,862
42,4212650,3269,3269,215,1678
42,4206801,749,749,116,267
31,3131307,86491,86491,11300,38943
35,3536307,5689,5689,727,2645
31,3145372,3696,3696,254,2095
42,4215687,1142,1142,79,298
43,4305504,1370,1370,106,466
42,4215356,1346,1346,107,603
35,3527504,1260,1260,79,391
21,2112506,45749,45749,3434,37004
35,3542503,2057,2057,213,781
41,4120606,21529,21529,2003,9673
31,3138005,3178,3178,432,1415
21,2111607,13763,13763,1469,9087
33,3305133,4176,4176,639,2255
21,2110500,24842,24842,2319,20239
31,3170438,2030,2030,226,1075
17,1705557,3721,3721,322,1843
52,5212253,1218,1218,173,688
43,4306429,1551,1551,120,407
31,3109253,2826,2826,334,1580
52,5217609,56471,56471,7246,32677
31,3146909,6977,6977,1239,3479
50,5003207,62399,62399,7706,30785
15,1501758,6113,6113,441,4336
25,2515203,2910,2910,191,1665
42,4201208,1845,1845,246,545
31,3129657,4650,4650,747,2700
43,4318465,840,840,74,531
35,3526100,8588,8588,1775,4575
35,3535101,3435,3435,213,1030
52,5220603,10516,10516,987,4682
43,4304697,1962,1962,87,160
21,2110039,16795,16795,1277,13563
35,3533106,1058,1058,98,498
52,5221601,18574,18574,3331,5321
35,3556800,6380,6380,600,1489
28,2807006,2913,2913,287,2031
35,3546405,11107,11107,1879,5873
31,3103207,1371,1371,137,551
25,2511202,22420,22420,3374,15436
42,4203253,1055,1055,139,368
35,3505302,9002,9002,971,3816
31,3159001,2639,2639,232,1582
35,3540002,6941,6941,800,1711
52,5200050,13643,13643,1520,7485
26,2604809,9411,9411,1104,6547
35,3531704,2268,2268,334,1197
25,2503407,3205,3205,129,2351
31,3159100,1802,1802,143,1306
51,5100102,3931,3931,392,2222
29,2906204,17750,17750,1318,13520
23,2308104,34538,34538,4219,23778
24,2401206,9995,9995,981,6641
29,2907103,24593,24593,1942,18880
22,2202117,3996,3996,397,3001
35,3502101,18630,18630,2370,8617
22,2210938,4624,4624,343,3203
43,4322525,1452,1452,159,533
43,4315008,1776,1776,181,511
21,2109007,15400,15400,1899,8268
43,4313441,1143,1143,128,400
31,3161205,3614,3614,287,1115
31,3117900,4813,4813,688,1805
42,4209508,1420,1420,219,469
28,2805406,24470,24470,1827,19483
52,5215306,6753,6753,674,2282
31,3102803,6630,6630,986,3562
43,4305801,2450,2450,220,1173
35,3525003,35286,35286,3674,12172
42,4211504,2890,2890,294,1146
21,2113009,20947,20947,2210,15353
13,1300029,14234,14234,723,11878
33,3301108,7618,7618,996,4294
25,2509107,16244,16244,1910,13014
35,3524907,2522,2522,261,1042
43,4311155,3457,3457,411,1916
23,2304608,5847,5847,540,4472
31,3170750,3192,3192,286,1739
22,2200202,12254,12254,971,8961
32,3200169,8233,8233,854,4597
23,2308609,14519,14519,1254,10144
42,4214508,1322,1322,261,347
31,3119203,5260,5260,686,3219
31,3152709,3281,3281,570,1385
26,2605608,15121,15121,1608,10577
24,2406809,4111,4111,312,2608
29,2922250,9813,9813,517,7467
26,2616001,13956,13956,1278,9719
26,2602605,37989,37989,4111,28530
31,3148202,3053,3053,486,1429
25,2509602,3564,3564,329,2594
31,3123304,2682,2682,479,1549
35,3539905,2529,2529,209,1049
31,3149408,1085,1085,218,544
22,2200301,9492,9492,641,6940
43,4309704,1355,1355,137,396
29,2930501,58249,58249,5524,39680
50,5007406,12137,12137,1703,5617
23,2310951,6987,6987,527,4277
31,3116100,7227,7227,666,4058
22,2205805,18464,18464,1498,14991
43,4322343,795,795,39,165
31,3139201,8970,8970,1549,5284
14,1400407,13696,13696,578,12373
11,1100346,8043,8043,894,4326
42,4203501,4085,4085,494,2546
31,3171154,3521,3521,397,1977
22,2204154,2433,2433,126,1445
31,3153905,3837,3837,402,1873
14,1400308,15978,15978,1403,12132
51,5103502,9866,9866,1210,3199
52,5204201,914,914,99,511
31,3123528,4929,4929,397,3153
31,3139706,4676,4676,398,2438
16,1600550,4272,4272,211,3393
29,2919702,11582,11582,1637,8242
31,3106309,13748,13748,1559,6336
26,2606705,6079,6079,580,3825
42,4217006,2065,2065,233,555
31,3157906,11780,11780,960,7337
29,2921054,8467,8467,628,5981
42,4212908,3399,3399,455,670
35,3526803,11030,11030,2226,5424
41,4118709,1943,1943,219,865
52,5221452,1930,1930,209,1115
41,4105300,3776,3776,455,563
21,2105963,10757,10757,723,8572
41,4114609,12698,12698,1568,3715
41,4117214,2706,2706,365,1001
29,2922706,10246,10246,1287,7303
25,2513943,2152,2152,180,1342
31,3110301,5132,5132,874,2522
32,3200904,23499,23499,2883,9615
26,2611606,607051,607051,110639,355244
43,4323507,1012,1012,105,292
31,3122470,2299,2299,279,1073
43,4303509,24312,24312,3310,12555
41,4104808,113593,113593,14784,35709
31,3112059,2950,2950,380,1623
31,3103801,856,856,125,399
41,4110052,1435,1435,156,372
15,1505007,9060,9060,1035,6336
41,4108650,4324,4324,428,2618
15,1500909,38516,38516,3400,31969
22,2205458,4709,4709,201,3807
41,4107538,950,950,123,226
42,4204202,52157,52157,6604,19000
25,2501351,3880,3880,294,2931
33,3300209,69148,69148,9013,39956
21,2106201,7362,7362,226,5849
21,2108009,13092,13092,733,10549
31,3138682,5327,5327,444,3491
52,5214705,2501,2501,203,910
26,2612109,4563,4563,338,3323
29,2929008,7509,7509,908,5276
35,3500303,12367,12367,1493,6324
43,4302451,2292,2292,171,1307
29,2915601,43987,43987,7789,23728
25,2502805,10095,10095,893,7643
21,2109452,22791,22791,2465,17500
35,3521150,1611,1611,354,819
41,4121356,1393,1393,150,443
41,4121604,3418,3418,364,346
31,3123205,5549,5549,781,1922
31,3138807,6742,6742,926,3163
29,2913804,11537,11537,788,8833
21,2100873,7516,7516,501,6268
17,1700350,3756,3756,533,1866
35,3547304,39718,39718,4195,18938
21,2112233,14425,14425,1691,9661
52,5219704,6449,6449,793,3821
31,3145059,5303,5303,607,3331
22,2201739,6394,6394,379,4106
29,2910701,46455,46455,4125,33187
43,4309753,1580,1580,189,665
28,2802908,57232,57232,8198,34719
31,3162948,3403,3403,465,1464
42,4217154,693,693,27,216
31,3153103,3321,3321,343,1721
21,2102077,9221,9221,1092,7135
21,2102101,24020,24020,2252,19929
29,2914109,7682,7682,470,4944
43,4306908,10664,10664,1437,5649
43,4314456,1281,1281,158,150
31,3145208,31277,31277,3598,11428
22,2203305,12487,12487,1069,9501
17,1718204,34955,34955,4754,15677
14,1400027,8442,8442,419,6813
21,2100709,18061,18061,1583,15523
42,4214102,572,572,51,145
26,2611200,9543,9543,654,7128
31,3106002,4585,4585,573,2113
31,3130556,5064,5064,303,3370
25,2515708,2678,2678,226,1835
29,2905156,9920,9920,915,7785
25,2502003,5496,5496,399,4154
28,2802304,11376,11376,1194,7257
24,2408904,14872,14872,2608,8017
31,3122603,2788,2788,295,1732
25,2511004,2730,2730,211,1766
35,3514809,7499,7499,1050,4185
42,4217402,2821,2821,347,729
35,3540754,8751,8751,1160,4774
35,3515202,2858,2858,378,920
51,5106190,2063,2063,237,549
31,3120508,3967,3967,594,2101
35,3534104,1509,1509,271,743
29,2930204,29001,29001,1480,24235
50,5004809,6962,6962,561,4892
21,2104503,6678,6678,557,5196
35,3542404,5743,5743,784,2389
32,3204104,13936,13936,2118,7117
27,2709400,16706,16706,2976,12422
22,2202109,4464,4464,346,2951
41,4111555,2982,2982,313,1215
43,4311643,504,504,30,53
17,1715259,1994,1994,187,1174
42,4201604,597,597,86,132
29,2930402,12013,12013,993,8159
31,3142908,11882,11882,1235,7359
35,3538204,5665,5665,840,1828
52,5214101,2283,2283,206,1354
35,3550803,3029,3029,527,913
42,4208104,4485,4485,751,2256
29,2906501,42826,42826,4623,32017
35,3533908,20926,20926,2344,7177
50,5002308,6291,6291,599,3027
21,2108306,23870,23870,1806,20355
52,5217203,6261,6261,948,2416
42,4211405,1253,1253,129,481
24,2414001,10212,10212,1035,7495
29,2931400,5442,5442,531,3854
43,4300638,2191,2191,177,1319
28,2806909,2535,2535,283,1837
43,4301404,3249,3249,426,1289
35,3501103,1573,1573,150,767
35,3517505,6184,6184,872,2147
25,2513703,80972,80972,16794,49388
31,3131604,3935,3935,444,2019
52,5214879,1255,1255,114,772
35,3519253,3130,3130,305,1547
22,2201960,5669,5669,566,4220
31,3131901,13376,13376,1678,5977
52,5216809,4251,4251,399,2163
16,1600535,15095,15095,1398,11003
42,4216107,2856,2856,383,1220
35,3549904,232229,232229,25930,91169
17,1720853,1272,1272,123,422
35,3539004,2122,2122,329,723
21,2108256,23238,23238,1323,19190
29,2913903,27451,27451,4896,18214
13,1300102,12514,12514,927,10482
31,3135076,3158,3158,437,1857
21,2101103,8845,8845,583,7593
52,5201405,171932,171932,28473,62134
35,3526001,6046,6046,878,3059
24,2413607,5448,5448,522,2992
17,1703867,2763,2763,262,915
27,2700508,12766,12766,1341,9745
22,2204303,7330,7330,732,5483
51,5105101,13184,13184,1840,6293
41,4117008,4627,4627,466,1433
29,2905305,14451,14451,840,10936
31,3157658,4948,4948,410,3845
41,4126603,8461,8461,1088,2935
43,4308607,3945,3945,417,1064
31,3141702,2738,2738,253,1316
23,2300309,32146,32146,3910,23265
15,1504059,24414,24414,2241,18960
42,4209177,1468,1468,79,357
23,2307254,15791,15791,1538,11182
17,1708304,3591,3591,284,1840
51,5103809,1567,1567,172,618
52,5200829,2395,2395,137,1061
43,4320206,5061,5061,517,1767
25,2509909,6652,6652,965,4511
25,2509701,25744,25744,2668,16716
41,4102604,5120,5120,636,2166
29,2913002,10241,10241,854,6874
35,3547106,1528,1528,148,541
23,2308807,6271,6271,769,4535
35,3536208,8637,8637,1304,3407
17,1718451,1815,1815,161,1002
52,5220108,14752,14752,2220,5707
29,2922052,10781,10781,603,8748
31,3160405,8935,8935,1265,2871
33,3305604,12448,12448,1592,6864
11,1100296,4353,4353,402,1726
23,2306306,34161,34161,4489,23558
41,4113007,2552,2552,282,697
21,2111805,13763,13763,834,10981
22,2208205,14660,14660,1008,11043
12,1200393,9715,9715,400,8124
41,4106555,2284,2284,186,757
42,4217808,3254,3254,475,1381
25,2508505,5393,5393,381,3893
25,2502508,13485,13485,1175,10482
26,2600500,34683,34683,2590,29811
35,3510153,3408,3408,256,1500
52,5208152,2115,2115,212,811
35,3515186,6517,6517,1227,2334
35,3554953,2917,2917,517,1077
24,2414456,3275,3275,238,2454
35,3502408,1948,1948,257,504
51,5106802,2153,2153,236,655
