"codigo_estado","codigo_municipio","qtd_membros","cadunico","bpc","pbf"
51,5106851,1806,1806,254,861
42,4215208,1502,1502,192,403
13,1303601,11081,11081,600,9142
43,4309100,7342,7342,774,3232
43,4309209,90123,90123,12677,47098
31,3126752,2996,2996,306,2037
28,2800670,17603,17603,2203,11788
31,3108206,3160,3160,510,1193
24,2405801,24902,24902,2237,18154
35,3546504,2168,2168,185,923
42,4202305,21002,21002,2865,9661
31,3108305,7133,7133,1123,3577
52,5215652,1876,1876,268,794
24,2406601,8924,8924,600,6624
31,3152131,2855,2855,231,1935
43,4308805,4168,4168,323,1790
43,4312450,3619,3619,352,1292
50,5003751,7449,7449,729,2289
35,3521507,2714,2714,354,1257
26,2607752,17261,17261,2112,12089
43,4319372,636,636,69,164
22,2201606,7796,7796,559,5183
51,5107941,3957,3957,429,1588
31,3111804,4113,4113,679,1546
42,4207858,753,753,77,281
29,2904001,10506,10506,889,6955
35,3503406,3652,3652,370,1561
41,4108205,3174,3174,373,707
41,4100806,4360,4360,575,1876
22,2207306,3635,3635,420,2536
52,5207600,3403,3403,285,2167
21,2109239,5035,5035,365,3722
15,1506187,22367,22367,2684,14596
28,2800100,1774,1774,259,923
29,2932606,12264,12264,850,8095
41,4110656,1171,1171,185,317
35,3510609,138412,138412,14151,70743
35,3527603,4450,4450,613,2120
52,5212105,2759,2759,301,788
31,3153707,1772,1772,244,742
43,4304689,4590,4590,518,2473
41,4101606,9325,9325,1135,4248
29,2917003,26699,26699,2548,21110
41,4103305,3755,3755,417,1179
43,4316477,905,905,68,81
31,3148103,33008,33008,3614,15766
42,4207007,11021,11021,1377,5542
35,3501905,14077,14077,1753,5552
22,2201945,5292,5292,360,3896
15,1506583,14192,14192,945,8115
29,2902906,30123,30123,4203,17346
41,4128203,17866,17866,2379,7307
41,4113601,1938,1938,221,713
32,3200706,6314,6314,532,2840
31,3131000,3515,3515,460,2028
51,5108808,2290,2290,270,863
50,5001243,7065,7065,775,4279
29,2933604,37876,37876,2739,29504
27,2707503,15272,15272,1551,12720
41,4122701,3240,3240,345,1216
24,2413508,5811,5811,531,4053
24,2402808,4085,4085,335,2581
43,4317707,5876,5876,785,2980
25,2506905,16367,16367,3037,11853
41,4112959,3496,3496,446,1350
35,3511300,4150,4150,628,644
31,3118601,216928,216928,23430,110546
31,3108800,2802,2802,343,1427
43,4318499,1075,1075,38,62
29,2929602,13756,13756,1169,9246
31,3113008,12086,12086,1670,8321
25,2503753,3184,3184,208,2410
41,4109203,2403,2403,249,984
33,3306008,39869,39869,3662,20652
41,4103008,1937,1937,173,796
29,2929305,22694,22694,2144,13265
52,5221502,2788,2788,403,1016
16,1600402,22721,22721,1829,16519
41,4116059,3790,3790,408,1703
41,4114401,8276,8276,1035,3245
43,4315107,5536,5536,506,1974
52,5200555,4643,4643,313,1489
32,3201902,12107,12107,1047,4471
35,3528007,4829,4829,786,1320
52,5219753,43668,43668,6487,24432
31,3157302,2027,2027,256,964
31,3152907,3066,3066,496,1403
31,3167400,2607,2607,281,1613
31,3104205,15391,15391,1516,6252
24,2405900,2019,2019,171,1289
26,2610509,20940,20940,1880,15586
43,4319208,3188,3188,307,1896
35,3549300,995,995,80,290
52,5212600,1469,1469,176,735
41,4103057,4697,4697,544,2515
32,3204708,14179,14179,1762,5633
42,4202875,1163,1163,142,526
29,2911600,14488,14488,1230,8755
35,3514700,3302,3302,352,1629
23,2306801,8077,8077,652,4944
35,3544707,1184,1184,104,381
41,4118600,2416,2416,288,1001
31,3162955,11049,11049,1295,5524
43,4307815,1994,1994,96,840
29,2911857,9012,9012,802,6772
31,3101201,1828,1828,350,728
21,2112902,22214,22214,2405,17125
29,2911709,61314,61314,6999,35298
17,1703701,3503,3503,444,1734
31,3123502,553,553,85,251
31,3117306,13021,13021,1582,5978
22,2202174,6615,6615,291,5759
25,2504157,5430,5430,339,4165
31,3121209,3396,3396,337,1398
52,5203104,2264,2264,185,1123
41,4112306,2258,2258,208,809
31,3102050,3918,3918,396,2216
52,5209937,3458,3458,275,1151
23,2313609,25974,25974,2704,18921
42,4202099,632,632,41,235
32,3203056,17859,17859,2127,9425
41,4122206,19627,19627,2033,7421
42,4218251,4461,4461,587,2609
24,2406403,2383,2383,211,1530
32,3201209,73714,73714,9008,33164
27,2706802,13377,13377,1031,11273
51,5103007,11136,11136,1108,6506
24,2412302,7897,7897,806,5767
52,5200803,5354,5354,718,2781
52,5220157,3098,3098,370,1703
27,2703304,14653,14653,1579,11532
42,4213153,1276,1276,165,271
17,1700251,2028,2028,160,778
42,4202537,1300,1300,134,680
22,2206605,8210,8210,665,6043
31,3139904,7062,7062,916,4041
43,4319307,2455,2455,232,1001
29,2923803,19308,19308,1403,13884
31,3102001,6128,6128,887,3405
41,4106803,8374,8374,636,3814
41,4121406,5831,5831,816,1773
42,4219309,10940,10940,1389,3098
29,2901304,10282,10282,858,6869
21,2106755,14219,14219,1341,11221
13,1301506,14530,14530,1386,12454
31,3111606,12747,12747,1419,5629
31,3145406,1096,1096,205,511
43,4302378,1447,1447,114,650
24,2409704,4845,4845,494,3267
15,1501006,12088,12088,749,9542
43,4311700,1411,1411,303,485
31,3158003,4533,4533,553,2174
22,2209955,3812,3812,295,2627
22,2203800,3641,3641,234,2571
35,3529401,94718,94718,13555,53476
22,2207504,10378,10378,715,8303
35,3540606,13581,13581,1900,6522
42,4218509,1435,1435,223,486
31,3153004,1752,1752,268,987
52,5206305,2636,2636,306,1148
25,2512754,3990,3990,304,2771
43,4316105,4444,4444,304,1577
22,2204006,3905,3905,310,2196
51,5106216,4975,4975,487,1664
43,4304622,955,955,80,313
42,4216008,1871,1871,249,708
31,3124005,9940,9940,1188,4466
31,3135050,27430,27430,2532,17758
22,2209104,4612,4612,311,3320
29,2907806,20057,20057,2189,13471
23,2304806,4549,4549,582,2826
21,2110302,10840,10840,804,8904
22,2208858,4171,4171,330,3092
31,3124302,21715,21715,1746,13352
17,1721000,141831,141831,13756,59121
41,4113759,2918,2918,423,963
43,4318002,23384,23384,6050,7605
51,5104203,5854,5854,838,3006
29,2900504,6643,6643,585,4481
24,2404507,11916,11916,1052,6979
43,4321709,5538,5538,672,1802
43,4314803,10277,10277,1572,3927
52,5205109,31929,31929,4323,13814
25,2508703,2942,2942,220,1852
29,2902203,7361,7361,716,5571
52,5215405,2084,2084,201,1068
31,3134400,15592,15592,1975,8856
35,3555000,19913,19913,3032,7965
28,2807105,32474,32474,3346,23926
15,1504406,20114,20114,1839,15678
22,2209856,3607,3607,219,2448
42,4205100,452,452,67,182
31,3158102,3828,3828,422,2154
51,5107040,30713,30713,2735,10540
52,5207402,6580,6580,857,2580
22,2205953,8001,8001,645,6135
29,2915205,10850,10850,1965,7259
43,4314498,2415,2415,166,982
31,3113701,11622,11622,2085,5646
31,3133808,18058,18058,2410,7464
35,3547403,712,712,116,154
43,4316402,18460,18460,2466,11140
31,3167301,1404,1404,169,644
42,4215406,1152,1152,131,308
51,5105309,1895,1895,120,1172
42,4209458,810,810,54,215
21,2107902,14024,14024,730,11741
35,3540200,12292,12292,1328,5447
50,5002100,14004,14004,2664,7795
31,3143500,3385,3385,531,830
31,3152501,45946,45946,5427,19046
43,4320263,2988,2988,232,1655
31,3143401,7826,7826,1475,3514
52,5212907,1528,1528,166,559
21,2106003,8984,8984,893,5969
24,2404606,9277,9277,814,6819
42,4217907,2985,2985,304,772
41,4109401,78237,78237,9582,35527
35,3517307,2727,2727,303,1280
35,3504206,3959,3959,635,1316
29,2910305,5362,5362,607,3216
31,3107901,6715,6715,660,3342
43,4303558,1314,1314,92,140
51,5100409,6005,6005,721,2932
35,3543303,26388,26388,3571,12974
26,2600302,18993,18993,1716,13706
17,1705508,19760,19760,2653,10669
21,2104909,8114,8114,540,6082
35,3512100,3719,3719,382,1555
41,4119152,46791,46791,4872,16610
51,5107305,7894,7894,963,3996
22,2203271,5009,5009,262,3666
25,2505006,6022,6022,560,4338
35,3523701,3129,3129,361,1791
23,2312700,15819,15819,2251,10415
43,4301859,1959,1959,129,430
11,1100189,13514,13514,1916,4231
25,2509370,2273,2273,290,1638
41,4117701,9742,9742,986,3700
35,3548609,4722,4722,682,1638
35,3554508,10840,10840,1059,3642
35,3514205,1397,1397,118,567
25,2512747,2568,2568,170,1578
42,4216503,9299,9299,812,3878
42,4202438,1644,1644,199,890
31,3170578,4497,4497,624,2734
35,3506300,4732,4732,550,2260
43,4304606,162392,162392,13381,59229
31,3113909,5586,5586,661,3053
22,2201572,2661,2661,177,1823
31,3154804,4957,4957,404,2064
41,4115804,11768,11768,1693,3036
29,2924702,7603,7603,845,4704
31,3165537,15240,15240,1601,6238
35,3550506,3094,3094,353,1283
52,5203575,2419,2419,174,1396
29,2910057,44066,44066,4790,31356
24,2400307,8638,8638,570,6454
35,3533700,2108,2108,293,1204
51,5106265,3803,3803,368,1879
35,3542701,3167,3167,428,1509
22,2209401,4655,4655,386,3132
21,2103802,14676,14676,1532,11466
43,4322806,3615,3615,465,767
52,5214861,4550,4550,691,2336
43,4303707,1570,1570,161,303
31,3164100,3325,3325,503,2249
23,2311702,14368,14368,1816,8995
41,4111100,1803,1803,285,193
31,3144375,2398,2398,226,1433
35,3525300,34014,34014,4690,13262
25,2506806,13582,13582,1172,10902
35,3527306,10276,10276,1409,4812
31,3132206,5688,5688,430,2249
42,4203709,4932,4932,452,3233
43,4321808,7972,7972,1111,2916
21,2105948,7071,7071,514,5129
42,4202578,444,444,45,207
31,3105004,4345,4345,483,2472
35,3514304,2703,2703,231,1336
21,2102804,15576,15576,2186,10926
17,1715101,2959,2959,309,1923
22,2202091,4938,4938,300,3415
43,4316758,1201,1201,94,103
11,1100031,2720,2720,305,985
11,1100015,11685,11685,1347,5134
42,4207577,547,547,102,173
25,2513000,2071,2071,150,1768
29,2900405,11980,11980,818,9067
43,4313375,14680,14680,1183,8695
50,5001508,4099,4099,642,2081
23,2306603,18070,18070,2140,12979
41,4118105,4085,4085,355,1474
17,1721208,15696,15696,3033,9411
21,2102309,17305,17305,689,14489
31,3154150,4939,4939,433,1986
41,4103222,1787,1787,145,409
26,2606101,22570,22570,2036,17240
15,1504703,58804,58804,4004,49003
29,2913606,99169,99169,14922,61754
33,3304409,9307,9307,1021,5064
21,2110203,25944,25944,2228,21892
25,2509339,3862,3862,356,2651
31,3152006,14317,14317,2667,7421
41,4126207,3758,3758,366,1933
52,5210000,26791,26791,3173,9789
41,4108007,7438,7438,721,3549
31,3162005,11533,11533,1433,6399
43,4309001,8241,8241,936,3914
22,2202778,5522,5522,408,3825
35,3553708,16907,16907,2088,8386
42,4201273,857,857,91,238
31,3155900,2795,2795,476,1724
43,4314159,2277,2277,317,870
43,4302501,2979,2979,424,1259
43,4306056,4228,4228,476,1888
42,4206702,4077,4077,817,990
29,2904308,9089,9089,928,6482
43,4313508,15648,15648,2088,8430
21,2101939,3894,3894,317,2834
35,3532827,5376,5376,702,3077
31,3159209,3593,3593,573,1219
42,4204004,3778,3778,458,1607
29,2908606,18558,18558,1767,15064
31,3130200,3589,3589,566,1172
17,1720200,8876,8876,791,6350
28,2800209,13079,13079,1713,8836
15,1505635,9039,9039,658,5709
26,2607000,18513,18513,756,16652
35,3503356,1110,1110,106,471
29,2911105,18953,18953,1343,12697
24,2404309,9085,9085,1001,5626
43,4312104,1845,1845,205,833
15,1501253,2678,2678,146,1742
11,1100056,7392,7392,878,3466
41,4111704,2714,2714,256,1364
26,2605459,486,486,46,172
42,4211207,4179,4179,500,1273
31,3161106,40573,40573,4578,25905
51,5107065,10534,10534,542,5694
31,3136108,2441,2441,301,1425
22,2210623,3902,3902,319,2831
50,5006002,11385,11385,1093,4160
15,1507458,17398,17398,1555,12440
28,2800605,21311,21311,2475,12915
42,4210506,4037,4037,623,1181
43,4316808,32747,32747,2926,14351
26,2607109,3757,3757,307,2453
31,3165107,2732,2732,418,1482
31,3115508,8203,8203,1277,4214
31,3158508,3471,3471,676,2002
52,5204409,8770,8770,1500,2487
15,1506807,246828,246828,29106,154505
42,4215109,2034,2034,324,799
35,3503703,2042,2042,203,771
21,2110658,6550,6550,417,4959
43,4302055,1551,1551,54,1172
17,1718402,2056,2056,312,1010
51,5104906,5064,5064,625,3092
51,5107768,2377,2377,83,931
17,1719004,2135,2135,236,1007
43,4315701,14614,14614,1935,8737
23,2304459,11284,11284,1261,7430
35,3525409,1788,1788,242,825
15,1504505,24529,24529,1595,22553
31,3119609,1376,1376,227,476
35,3506508,26802,26802,4116,11648
25,2510600,2779,2779,193,1531
41,4108304,127627,127627,21099,56753
31,3123858,3781,3781,517,2109
41,4100608,6371,6371,754,3144
13,1304104,17530,17530,1394,14236
29,2919900,5798,5798,453,4909
31,3103405,22110,22110,3416,10642
51,5101407,9970,9970,937,5960
41,4126108,2200,2200,204,734
41,4107702,2591,2591,387,1051
43,4315206,1128,1128,111,203
31,3111705,2875,2875,335,1766
41,4113304,9219,9219,1704,4082
17,1720903,10400,10400,859,6737
23,2307403,17602,17602,2386,12100
24,2403608,39753,39753,4658,26175
22,2204907,6162,6162,442,4543
31,3116159,9763,9763,922,6465
24,2413805,2020,2020,213,1259
25,2512408,10882,10882,837,7092
27,2702207,4127,4127,435,2617
41,4120358,1941,1941,268,805
25,2502201,2057,2057,136,1296
29,2929107,15505,15505,1422,11731
22,2206670,4752,4752,377,3716
29,2918753,9515,9515,755,6593
41,4101051,1637,1637,166,598
31,3122454,7097,7097,650,4788
31,3161403,2955,2955,383,924
31,3171204,58985,58985,5884,30770
31,3110004,12500,12500,2011,6668
42,4208955,666,666,56,239
25,2512507,33219,33219,3995,22239
25,2505303,1763,1763,79,1268
31,3163300,2635,2635,332,1601
24,2405405,5687,5687,399,4269
43,4306734,1304,1304,197,353
24,2414803,10024,10024,1034,6130
26,2606200,54129,54129,6546,36024
23,2300804,6358,6358,634,4801
13,1303304,15400,15400,1841,12638
17,1703883,2035,2035,273,1145
42,4214201,2070,2070,289,849
35,3529906,12339,12339,1827,6925
35,3546801,18449,18449,2798,10748
43,4310405,2799,2799,355,1327
15,1504422,77181,77181,10197,51538
51,5100300,8107,8107,1022,2734
31,3145877,6615,6615,532,3950
22,2205581,3857,3857,239,2763
21,2110609,21581,21581,1396,18103
17,1703073,3805,3805,370,2409
26,2607950,7943,7943,782,6062
51,5104807,13762,13762,1351,5419
24,2414209,10124,10124,981,6899
31,3116803,6394,6394,595,3784
15,1507979,14979,14979,963,10841
31,3146404,1893,1893,265,1045
42,4206405,1686,1686,243,279
35,3541000,91786,91786,16859,44848
22,2202539,4848,4848,391,3494
24,2403905,2490,2490,171,1080
32,3203346,6569,6569,615,1816
43,4318309,24055,24055,4618,9273
31,3155108,3506,3506,495,2280
33,3300951,4600,4600,345,2111
23,2301604,16810,16810,1965,12214
35,3524501,2308,2308,368,842
31,3138658,6864,6864,999,4185
26,2603306,7366,7366,621,5383
22,2203701,26979,26979,2858,21399
31,3118908,4652,4652,555,2626
52,5218003,21195,21195,3714,9248
21,2106904,22978,22978,2401,18973
29,2906709,20582,20582,2358,14818
50,5007976,2290,2290,145,958
21,2111748,9021,9021,580,7884
41,4109005,2699,2699,262,850
25,2500734,2266,2266,115,1421
31,3121308,3045,3045,579,1313
35,3532868,510,510,51,132
21,2101772,9082,9082,784,7356
43,4311122,1876,1876,204,1200
43,4315354,975,975,99,175
33,3304508,4981,4981,507,2782
15,1505106,43135,43135,4012,31945
29,2932309,10825,10825,2287,6891
31,3126109,19661,19661,3398,6274
28,2803500,70455,70455,8587,48419
41,4124509,1644,1644,200,267
31,3132503,19461,19461,2920,9776
24,2406304,6160,6160,390,4447
42,4201406,16795,16795,2866,6932
50,5002951,11939,11939,1010,4238
23,2306207,5721,5721,754,3274
43,4317004,4183,4183,388,2067
43,4304663,14779,14779,2296,7656
51,5107800,12253,12253,1376,6428
31,3147709,3399,3399,303,799
31,3151404,10205,10205,977,5913
24,2414100,8038,8038,803,5255
43,4321477,1788,1788,225,452
42,4214003,2382,2382,354,861
15,1500701,30940,30940,2169,25190
52,5204953,3712,3712,419,2249
31,3167509,1314,1314,181,633
41,4118204,54780,54780,6064,32105
50,5001003,12205,12205,1318,5202
12,1200138,9309,9309,1286,6469
43,4320701,4283,4283,645,1825
35,3537800,21762,21762,3129,12522
35,3508702,8198,8198,1261,3635
43,4320578,582,582,61,263
22,2207405,3469,3469,289,2489
25,2500809,13791,13791,1402,10832
43,4318903,15061,15061,2252,5084
43,4321352,2635,2635,179,1165
15,1505304,51302,51302,6410,38790
41,4126900,2978,2978,394,988
11,1101476,2378,2378,257,828
26,2604106,218529,218529,32193,129860
52,5211305,3306,3306,484,1209
51,5107206,2163,2163,355,1041
25,2503704,40084,40084,4376,29214
31,3135100,45697,45697,5787,21224
13,1301951,10185,10185,1210,8504
27,2701605,13519,13519,1261,11008
41,4111803,14818,14818,2313,8248
35,3530904,1864,1864,254,866
41,4104659,9406,9406,740,3384
31,3108552,9219,9219,1108,5378
31,3103900,2457,2457,406,1348
31,3139508,12366,12366,1467,6838
35,3548500,69875,69875,10700,36196
13,1303957,8710,8710,703,6896
43,4307302,3126,3126,371,1155
15,1500800,232252,232252,35545,135442
31,3170529,6676,6676,742,3884
35,3550407,9928,9928,1987,5047
23,2304905,8110,8110,1283,4526
29,2925709,9779,9779,935,6939
31,3168705,25612,25612,3932,11349
41,4101705,7921,7921,634,1902
29,2915403,5020,5020,549,3416
24,2402105,7652,7652,657,5299
15,1508035,25283,25283,2154,20609
43,4320800,14683,14683,1852,5919
15,1503101,31706,31706,2395,26994
27,2707107,18771,18771,2240,13971
41,4110102,15384,15384,1565,5645
21,2109403,10192,10192,759,8447
31,3141603,6220,6220,826,2500
31,3102852,5809,5809,662,3543
43,4305900,3776,3776,479,1876
43,4310504,3643,3643,414,1610
22,2202653,4795,4795,461,3823
41,4104055,2164,2164,295,938
31,3170602,1489,1489,143,495
26,2615607,26186,26186,2657,20008
16,1600253,7099,7099,324,5808
29,2904704,11353,11353,2250,6909
31,3151602,5273,5273,488,2577
29,2901601,7964,7964,613,6073
29,2928505,7257,7257,741,4920
27,2709004,4303,4303,455,3053
27,2707206,10719,10719,896,8302
25,2513984,2931,2931,284,1505
28,2804508,26406,26406,2387,18996
43,4323002,99266,99266,13986,50853
35,3520103,7309,7309,1065,3129
43,4315503,6893,6893,851,2835
31,3117836,6021,6021,492,3935
29,2923308,5710,5710,486,4180
15,1501303,80765,80765,7410,55136
31,3157609,2780,2780,269,1711
24,2404408,6723,6723,1020,4708
41,4104600,7766,7766,911,3218
26,2604601,16394,16394,2770,10688
31,3123007,3929,3929,582,1448
41,4125704,12822,12822,1790,4422
35,3500550,2571,2571,314,1310
43,4309605,4274,4274,578,1286
50,5005400,18247,18247,1969,5930
29,2916708,5386,5386,776,3564
31,3124104,46777,46777,5003,25171
24,2409407,18704,18704,2294,10454
25,2504033,5977,5977,1161,4622
31,3139607,14527,14527,2343,6061
35,3527256,1233,1233,139,427
31,3115607,625,625,87,210
23,2306405,85745,85745,11638,63559
31,3171402,2602,2602,201,1432
43,4304309,1241,1241,125,228
29,2921708,23139,23139,2541,15115
35,3546900,1792,1792,176,680
23,2302701,19298,19298,2423,11432
21,2104628,5370,5370,411,3789
32,3201001,9679,9679,877,5461
41,4111258,17586,17586,1392,9236
43,4309654,4402,4402,287,2415
22,2210508,10457,10457,728,8172
41,4116406,1396,1396,145,319
28,2802502,2440,2440,246,1554
24,2410108,9417,9417,770,6775
43,4313425,1064,1064,106,418
21,2110237,7029,7029,533,5639
35,3530409,1906,1906,336,827
35,3531803,29605,29605,3388,12872
41,4100459,2136,2136,191,750
31,3135456,4004,4004,577,2182
35,3547650,779,779,72,157
52,5216908,1325,1325,150,708
24,2402006,34057,34057,5126,18092
25,2509396,5438,5438,317,3958
31,3137700,13473,13473,1219,9003
15,1507953,54930,54930,5067,40986
42,4205357,728,728,53,96
50,5001904,13993,13993,1218,4725
31,3150208,2582,2582,309,985
31,3114550,2701,2701,454,1327
41,4127882,4287,4287,381,2247
29,2931004,15951,15951,1410,10952
26,2615904,6608,6608,563,4553
12,1200427,12686,12686,969,10563
42,4201653,585,585,82,184
31,3122306,66955,66955,8592,24983
52,5204706,7131,7131,801,3797
23,2310001,8083,8083,761,4724
35,3550308,3683133,3683133,414527,1715434
35,3507159,2331,2331,241,1441
43,4312955,340,340,14,65
43,4308904,3513,3513,569,975
35,3539707,1662,1662,184,972
35,3501152,3424,3424,607,1589
31,3151701,5372,5372,726,2015
21,2107704,14969,14969,876,12176
33,3305901,4531,4531,470,2833
27,2703403,4652,4652,380,3510
31,3101508,16760,16760,2044,7573
35,3517208,4334,4334,451,1871
41,4102802,6775,6775,945,2679
43,4306403,3635,3635,382,1018
35,3530508,16852,16852,3218,7950
43,4306957,1395,1395,164,525
31,3171303,27637,27637,3595,10802
24,2401404,6085,6085,694,3709
25,2512804,6668,6668,748,5166
52,5213806,20403,20403,2370,5479
31,3127701,112945,112945,17537,42501
43,4313086,145,145,8,73
43,4311809,9254,9254,941,3334
31,3138674,4683,4683,351,2703
32,3205036,8407,8407,1115,3329
31,3130903,15015,15015,1255,8969
35,3539202,6289,6289,1061,2234
26,2610103,5621,5621,451,4258
51,5104526,3569,3569,192,1946
31,3146750,4298,4298,578,2987
51,5106307,10588,10588,1038,4672
31,3133600,4691,4691,534,2289
25,2514701,3520,3520,235,1798
28,2805208,4513,4513,430,3252
31,3120102,3306,3306,304,1696
43,4310413,1073,1073,145,364
32,3201704,5673,5673,381,2802
35,3510401,15340,15340,2004,7395
35,3506904,4620,4620,717,2084
29,2901353,11417,11417,803,6822
41,4101309,3835,3835,283,2369
41,4106100,1799,1799,218,758
24,2406007,5034,5034,550,2644
31,3151305,5413,5413,781,2358
52,5209903,8379,8379,979,5481
35,3552908,3128,3128,257,1399
23,2312304,33256,33256,4437,23573
25,2512762,3908,3908,628,2811
43,4305975,1430,1430,210,209
52,5200159,1489,1489,222,635
41,4109500,5808,5808,331,4131
25,2509206,9565,9565,959,6871
22,2202208,31700,31700,4053,22311
33,3301207,8362,8362,1309,4666
41,4118907,4588,4588,764,1426
35,3516705,18182,18182,1646,7102
24,2410603,2433,2433,238,1358
31,3160900,1531,1531,169,636
31,3125200,1059,1059,98,564
29,2901957,6318,6318,895,4580
29,2920205,13015,13015,1012,9663
31,3147907,35513,35513,5332,16470
31,3156601,6022,6022,1027,2977
42,4207759,1060,1060,158,394
35,3541109,1427,1427,139,689
51,5107198,1283,1283,170,471
24,2413706,3878,3878,362,2317
26,2606507,14844,14844,1088,11771
27,2706901,26960,26960,3752,18101
31,3133501,7897,7897,971,3157
27,2700102,14966,14966,1843,10611
52,5204904,12701,12701,1228,7209
43,4319364,1007,1007,74,394
51,5103437,3209,3209,311,1496
17,1720978,1788,1788,160,676
50,5004502,6357,6357,940,2035
22,2201408,4672,4672,284,3458
35,3519600,15724,15724,2284,6982
15,1503077,19715,19715,1592,15425
22,2210904,3343,3343,264,2408
42,4200051,1513,1513,116,539
32,3201605,21364,21364,2240,11240
17,1722081,6568,6568,936,3956
24,2407609,3883,3883,294,2510
42,4217758,626,626,76,198
35,3529500,1908,1908,269,657
51,5106208,3321,3321,242,1031
22,2205003,8629,8629,589,5340
23,2305001,32638,32638,3914,24379
21,2103752,9465,9465,1031,5309
22,2204352,5373,5373,335,3731
27,2708907,10775,10775,1441,6202
24,2404903,4501,4501,407,2812
43,4308300,6485,6485,649,3428
35,3524006,14426,14426,1802,6551
31,3167806,1938,1938,215,885
52,5211206,14687,14687,2026,6717
51,5106257,10813,10813,1246,4027
31,3125606,5069,5069,706,3197
52,5212956,3404,3404,298,1556
26,2615409,29503,29503,3605,20981
35,3500600,913,913,120,192
52,5212204,10901,10901,1173,4836
26,2614808,17000,17000,1846,11645
22,2210953,2473,2473,136,1808
12,1200450,14514,14514,2138,10000
51,5103452,3960,3960,338,1812
52,5216007,1464,1464,115,555
35,3534302,7366,7366,1268,3560
31,3100104,2258,2258,436,1076
31,3170479,2513,2513,364,1260
28,2804300,5499,5499,592,4176
29,2910503,27406,27406,3116,19168
12,1200385,10639,10639,1651,7390
22,2202604,14538,14538,1185,10147
22,2207959,3651,3651,333,2872
52,5203302,14780,14780,1869,7786
26,2608602,10020,10020,1041,7085
35,3548054,3581,3581,363,1651
27,2705804,7169,7169,641,5615
41,4114005,6073,6073,941,2484
35,3550605,21628,21628,3377,10436
27,2706505,10113,10113,1184,7389
23,2308203,12202,12202,1590,7238
52,5200308,17986,17986,1887,10039
25,2514552,2653,2653,155,2059
17,1717909,4499,4499,423,2501
52,5204656,2300,2300,174,1527
31,3169505,4349,4349,578,2777
23,2310506,31146,31146,2896,20065
41,4101903,5756,5756,809,1856
31,3114501,8871,8871,764,3241
52,5214606,20884,20884,2550,7418
24,2412104,4346,4346,319,2250
41,4128401,4766,4766,603,2246
15,1505486,35598,35598,1842,27709
29,2926608,31299,31299,3489,23336
52,5200134,11419,11419,1652,4045
13,1304260,11732,11732,837,10160
29,2914901,17939,17939,1394,14133
43,4320354,2265,2265,318,1223
26,2602407,8296,8296,932,5987
35,3556107,5554,5554,666,1924
41,4120150,1541,1541,105,854
15,1503200,26407,26407,3279,19434
29,2907004,7353,7353,694,5674
31,3140704,13161,13161,2081,6990
35,3551504,15180,15180,1742,7107
33,3302502,136311,136311,14761,77037
22,2202703,21404,21404,3103,16756
31,3146552,4156,4156,277,2210
35,3544004,5733,5733,998,2177
31,3110103,3194,3194,246,1733
52,5210208,15075,15075,2752,4661
43,4322186,757,757,62,150
35,3504909,5803,5803,695,2540
35,3522505,96245,96245,10865,54346
51,5102694,2844,2844,227,1324
51,5101852,4802,4802,271,2475
35,3507803,7178,7178,1080,3357
24,2408300,24249,24249,2878,17206
32,3203353,6425,6425,599,2169
22,2200103,4285,4285,368,2772
41,4127205,4291,4291,691,1383
43,4319752,517,517,21,53
42,4203956,4720,4720,686,1127
41,4114203,10907,10907,1728,2114
23,2310605,8300,8300,602,6229
31,3135308,1720,1720,126,650
42,4205191,905,905,99,382
52,5219803,6070,6070,497,3692
13,1301159,16627,16627,1281,13687
15,1507409,12983,12983,1422,9528
25,2507606,6569,6569,481,5096
31,3133402,4451,4451,667,2308
52,5200605,5728,5728,532,2363
31,3120870,6338,6338,490,4525
41,4119657,1660,1660,139,636
29,2901106,14964,14964,1724,8708
27,2703205,17259,17259,2360,11326
23,2301802,4612,4612,327,2975
42,4216602,46364,46364,8195,21293
22,2205359,2368,2368,240,1675
51,5106315,1446,1446,82,836
41,4120507,4018,4018,581,1388
52,5200100,9504,9504,923,4084
31,3106101,1527,1527,196,458
24,2402402,5548,5548,576,2160
29,2918902,3740,3740,693,1992
50,5003900,1780,1780,221,813
31,3165800,729,729,103,293
35,3517703,6675,6675,906,3754
43,4310306,1051,1051,95,266
33,3303401,55689,55689,6384,25869
42,4207684,4386,4386,305,2618
35,3519105,4832,4832,464,2281
31,3112802,3944,3944,392,1384
41,4110805,6006,6006,595,2428
43,4314506,5585,5585,717,2943
25,2513505,3312,3312,283,2422
24,2408003,140501,140501,21888,75189
24,2414753,3281,3281,446,1957
22,2205573,5940,5940,505,3590
31,3126604,3273,3273,364,2017
31,3141108,14893,14893,1440,6914
25,2502151,4430,4430,397,2501
52,5210406,25481,25481,2371,10290
35,3513801,125951,125951,14934,67243
23,2313104,22074,22074,2013,12209
41,4112751,4099,4099,447,1777
41,4118451,2012,2012,212,567
35,3533254,2441,2441,189,951
31,3165560,1450,1450,110,694
29,2926509,10567,10567,662,8439
42,4215455,2781,2781,408,1347
23,2303006,13698,13698,1349,10754
31,3127305,3830,3830,605,2086
24,2412401,3849,3849,245,1268
15,1505502,65152,65152,7314,37336
29,2930907,9639,9639,760,5862
41,4123105,1903,1903,193,664
